xyzDMxyzCountry,xyzDMxyzRequestYear,xyzDPxyzsp_pop_totl,xyzDPxyzny_gnp_pcap_cd,xyzDPxyzny_gdp_mktp_kd_zg
ABW,1960,.054608,,
ABW,1961,.055811,,
ABW,1962,.056682,,
ABW,1963,.057475,,
ABW,1964,.058178,,
ABW,1965,.058782,,
ABW,1966,.059291,,
ABW,1967,.059522,,
ABW,1968,.059471,,
ABW,1969,.05933,,
ABW,1970,.059106,,
ABW,1971,.058816,,
ABW,1972,.058855,,
ABW,1973,.059365,,
ABW,1974,.060028,,
ABW,1975,.060715,,
ABW,1976,.061193,,
ABW,1977,.061465,,
ABW,1978,.061738,,
ABW,1979,.062006,,
ABW,1980,.062267,,
ABW,1981,.062614,,
ABW,1982,.063116,,
ABW,1983,.063683,,
ABW,1984,.064174,,
ABW,1985,.064478,,
ABW,1986,.064553,,
ABW,1987,.06445,,16.07843
ABW,1988,.064332,9840,18.64865
ABW,1989,.064596,11110,12.12984
ABW,1990,.065712,11570,3.961402
ABW,1991,.067864,12560,7.962872
ABW,1992,.070192,13610,5.882354
ABW,1993,.07236,14640,7.307693
ABW,1994,.07471,16060,8.203901
ABW,1995,.07705,16930,2.547144
ABW,1996,.079417,17150,1.185789
ABW,1997,.081858,17980,7.046875
ABW,1998,.084355,18230,1.991984
ABW,1999,.086867,18320,1.238042
ABW,2000,.089101,20390,7.622921
ABW,2001,.090691,20510,4.182002
ABW,2002,.091781,19290,-.9449535
ABW,2003,.092701,21120,1.110505
ABW,2004,.09354,24010,7.293728
ABW,2005,.094483,20380,-.3831377
ABW,2006,.095606,24870,1.127411
ABW,2007,.096787,23390,3.089544
ABW,2008,.097996,27580,1.835755
ABW,2009,.099212,24930,-11.67774
ABW,2010,.100341,23390,-2.733457
ABW,2011,.101288,23400,3.369237
ABW,2012,.102112,24440,-1.0408
ABW,2013,.10288,25500,6.431483
ABW,2014,.103594,25520,-1.586575
ABW,2015,.104257,25320,-.6236259
ABW,2016,.104874,26200,1.719625
ABW,2017,.105439,27960,7.048533
ABW,2018,.105962,28910,2.38173
ABW,2019,.106442,29450,-2.302836
ABW,2020,.106585,23340,-23.98258
ABW,2021,.106537,30180,27.63936
ABW,2022,.106445,33410,10.45832
ABW,2023,.106277,,
AFE,1960,130.69258,,
AFE,1961,134.16924,,.460106
AFE,1962,137.83559,177.4897,7.868012
AFE,1963,141.63055,186.3922,5.6164
AFE,1964,145.606,194.1365,4.668135
AFE,1965,149.74235,207.7897,5.138989
AFE,1966,153.95552,220.3022,4.829845
AFE,1967,158.31323,234.8349,5.374481
AFE,1968,162.87517,248.4077,4.150024
AFE,1969,167.59616,263.2235,5.079188
AFE,1970,172.47577,262.3296,1.137276
AFE,1971,177.50319,281.1909,5.473911
AFE,1972,182.59909,298.9118,2.78955
AFE,1973,187.90166,352.3114,4.577528
AFE,1974,193.51296,433.2771,5.468562
AFE,1975,199.2843,492.3617,1.425173
AFE,1976,205.20267,487.0859,2.375269
AFE,1977,211.12091,482.2327,1.141532
AFE,1978,217.48142,515.6313,1.516791
AFE,1979,224.31598,600.1346,2.916157
AFE,1980,230.96786,730.9202,5.457356
AFE,1981,237.93746,811.9633,4.016984
AFE,1982,245.38672,775.6345,.3195856
AFE,1983,252.77973,712.4792,.0226385
AFE,1984,260.20915,683.1913,3.366596
AFE,1985,267.93812,616.1368,-.1155399
AFE,1986,276.03592,601.3854,2.260733
AFE,1987,284.49039,654.1192,3.964516
AFE,1988,292.79519,741.9056,4.272254
AFE,1989,301.12488,771.6095,2.697841
AFE,1990,309.89066,779.4396,.1820309
AFE,1991,318.54408,815.5118,-.0927089
AFE,1992,326.93352,786.599,-2.355109
AFE,1993,335.62514,743.3609,-.5915811
AFE,1994,344.41836,697.5428,1.899017
AFE,1995,353.4666,730.1895,4.283193
AFE,1996,362.9858,746.7112,5.454772
AFE,1997,372.35223,750.2393,3.838778
AFE,1998,381.7156,692.7843,1.758375
AFE,1999,391.48623,672.162,2.655959
AFE,2000,401.60059,663.9797,3.219803
AFE,2001,412.00189,636.4902,3.510147
AFE,2002,422.74112,621.6407,3.841646
AFE,2003,433.80748,672.4056,2.963405
AFE,2004,445.28156,818.3884,5.557364
AFE,2005,457.15384,1024.17,6.164836
AFE,2006,469.50852,1152.36,6.577594
AFE,2007,482.40643,1261.746,6.646594
AFE,2008,495.7489,1345.281,4.371098
AFE,2009,509.41048,1360.922,.8803313
AFE,2010,523.45966,1427.145,5.233778
AFE,2011,537.79295,1550.849,4.06902
AFE,2012,552.53065,1653.734,1.75621
AFE,2013,567.89215,1677.843,4.250345
AFE,2014,583.6511,1653.207,3.983182
AFE,2015,600.00842,1539.91,3.011572
AFE,2016,616.37761,1405.621,2.183581
AFE,2017,632.74657,1365.709,2.6514
AFE,2018,649.75715,1432.328,2.681718
AFE,2019,667.24299,1492.234,2.189259
AFE,2020,685.11298,1395.329,-2.780379
AFE,2021,702.97711,1467.95,4.49738
AFE,2022,720.85913,1551.115,3.554422
AFE,2023,739.10831,1601.589,2.62231
AFG,1960,8.622466,,
AFG,1961,8.79014,,
AFG,1962,8.969047,,
AFG,1963,9.157465,,
AFG,1964,9.355514,,
AFG,1965,9.565147,,
AFG,1966,9.783147,,
AFG,1967,10.01003,,
AFG,1968,10.24778,,
AFG,1969,10.494489,,
AFG,1970,10.752971,,
AFG,1971,11.015857,,
AFG,1972,11.286753,,
AFG,1973,11.575305,,
AFG,1974,11.869879,,
AFG,1975,12.157386,,
AFG,1976,12.425267,,
AFG,1977,12.687301,,
AFG,1978,12.938862,,
AFG,1979,12.986369,,
AFG,1980,12.486631,,
AFG,1981,11.155195,,
AFG,1982,10.088289,,
AFG,1983,9.951449,,
AFG,1984,10.243686,,
AFG,1985,10.512221,,
AFG,1986,10.448442,,
AFG,1987,10.322758,,
AFG,1988,10.38346,,
AFG,1989,10.673168,,
AFG,1990,10.694796,,
AFG,1991,10.745167,,
AFG,1992,12.057433,,
AFG,1993,14.00376,,
AFG,1994,15.455555,,
AFG,1995,16.418912,,
AFG,1996,17.106595,,
AFG,1997,17.788819,,
AFG,1998,18.493132,,
AFG,1999,19.262847,,
AFG,2000,19.542982,,
AFG,2001,19.688632,,-9.431974
AFG,2002,21.000256,180,28.6
AFG,2003,22.64513,190,8.832278
AFG,2004,23.553551,210,1.414118
AFG,2005,24.411191,250,11.22971
AFG,2006,25.442944,270,5.357403
AFG,2007,25.903301,330,13.82632
AFG,2008,26.427199,370,3.924984
AFG,2009,27.385307,460,21.39053
AFG,2010,28.189672,530,14.36244
AFG,2011,29.249157,550,.4263548
AFG,2012,30.466479,640,12.75229
AFG,2013,31.541209,670,5.600745
AFG,2014,32.71621,640,2.724543
AFG,2015,33.753499,600,1.451315
AFG,2016,34.636207,560,2.260314
AFG,2017,35.643418,530,2.647003
AFG,2018,36.686784,520,1.189228
AFG,2019,37.769499,520,3.911603
AFG,2020,38.97223,490,-2.351101
AFG,2021,40.099462,380,-20.73884
AFG,2022,41.128771,360,-6.240172
AFG,2023,42.239854,,
AFW,1960,97.25629,,
AFW,1961,99.314028,,1.873455
AFW,1962,101.44503,,3.707643
AFW,1963,103.66752,,7.145784
AFW,1964,105.95998,,5.406404
AFW,1965,108.3362,,4.102491
AFW,1966,110.79849,,-1.537591
AFW,1967,113.31995,,-9.101463
AFW,1968,115.92172,,1.563982
AFW,1969,118.61574,,15.2665
AFW,1970,121.4248,,17.56641
AFW,1971,124.33604,,10.58262
AFW,1972,127.36404,,3.175452
AFW,1973,130.56311,,4.024685
AFW,1974,133.95389,,10.055
AFW,1975,137.54861,,-2.157732
AFW,1976,141.2584,,8.471909
AFW,1977,145.12285,,4.586747
AFW,1978,149.20666,,-1.950629
AFW,1979,153.45967,,5.098038
AFW,1980,157.82561,,1.918576
AFW,1981,162.32331,,-6.794995
AFW,1982,167.02338,,-3.298625
AFW,1983,171.56664,,-6.363636
AFW,1984,176.0545,,.5082161
AFW,1985,180.81731,,5.399324
AFW,1986,185.72024,,1.360113
AFW,1987,190.75995,,1.404583
AFW,1988,195.96972,,4.725373
AFW,1989,201.3922,,1.715251
AFW,1990,206.73902,,5.773828
AFW,1991,212.17289,,1.009365
AFW,1992,217.9661,,2.483663
AFW,1993,223.78877,,-1.317609
AFW,1994,229.67577,,-.3234808
AFW,1995,235.86148,,1.919113
AFW,1996,242.20026,,4.649809
AFW,1997,248.7131,,4.447027
AFW,1998,255.48292,,3.609312
AFW,1999,262.39703,,1.545024
AFW,2000,269.6119,,3.85976
AFW,2001,277.1601,,5.209094
AFW,2002,284.95232,,9.927427
AFW,2003,292.97795,,5.532967
AFW,2004,301.26525,,7.992699
AFW,2005,309.82483,,5.82894
AFW,2006,318.60148,,5.374762
AFW,2007,327.61284,,5.522719
AFW,2008,336.89384,1435.481,6.281466
AFW,2009,346.47522,1502.583,6.282103
AFW,2010,356.33776,1559.826,6.970601
AFW,2011,366.4892,1595.464,4.849289
AFW,2012,376.798,1767.481,5.135432
AFW,2013,387.20455,1928.862,6.10661
AFW,2014,397.85551,2100.908,5.925583
AFW,2015,408.69038,2012.262,2.813979
AFW,2016,419.77838,1785.045,.1414886
AFW,2017,431.1387,1600.462,2.284961
AFW,2018,442.64682,1627.341,2.842645
AFW,2019,454.30606,1698.107,3.222028
AFW,2020,466.1891,1696.192,-1.004417
AFW,2021,478.18591,1748.719,3.994854
AFW,2022,490.33087,1785.122,3.784486
AFW,2023,502.78951,1702.075,3.342776
AGO,1960,5.357195,,
AGO,1961,5.441333,,
AGO,1962,5.5214,,
AGO,1963,5.599827,,
AGO,1964,5.673199,,
AGO,1965,5.736582,,
AGO,1966,5.787044,,
AGO,1967,5.827503,,
AGO,1968,5.868203,,
AGO,1969,5.928386,,
AGO,1970,6.0297,,
AGO,1971,6.177049,,
AGO,1972,6.364731,,
AGO,1973,6.57823,,
AGO,1974,6.802494,,
AGO,1975,7.032713,,
AGO,1976,7.26678,,
AGO,1977,7.511895,,
AGO,1978,7.77159,,
AGO,1979,8.043218,,
AGO,1980,8.330047,,
AGO,1981,8.631457,,-4.400001
AGO,1982,8.947152,,0
AGO,1983,9.276707,,4.200001
AGO,1984,9.617702,,6.000002
AGO,1985,9.970621,,3.5
AGO,1986,10.332574,,2.900002
AGO,1987,10.694057,,4.082748
AGO,1988,11.060261,,6.128891
AGO,1989,11.439498,,.0416215
AGO,1990,11.828638,,-3.450099
AGO,1991,12.228691,,.9913593
AGO,1992,12.632507,,-5.838281
AGO,1993,13.03827,760,-23.98342
AGO,1994,13.462031,250,1.339363
AGO,1995,13.912253,370,15
AGO,1996,14.38335,340,13.54437
AGO,1997,14.871146,430,7.274277
AGO,1998,15.366864,390,4.691146
AGO,1999,15.870753,330,2.18149
AGO,2000,16.394062,360,3.054624
AGO,2001,16.941587,390,4.205998
AGO,2002,17.516139,590,13.66569
AGO,2003,18.124342,710,2.99
AGO,2004,18.771125,1010,10.95
AGO,2005,19.450959,1370,15.03
AGO,2006,20.16234,1810,11.55
AGO,2007,20.909684,2460,14.01
AGO,2008,21.691522,3030,11.17
AGO,2009,22.507674,3170,.86
AGO,2010,23.364185,3230,4.398376
AGO,2011,24.259111,3410,3.472053
AGO,2012,25.188292,4160,8.542107
AGO,2013,26.147002,4710,4.954613
AGO,2014,27.128337,4810,4.822559
AGO,2015,28.127721,3930,.9435716
AGO,2016,29.154746,2550,-2.580111
AGO,2017,30.208628,2090,-.1471498
AGO,2018,31.273533,1970,-1.316362
AGO,2019,32.353588,2110,-.702273
AGO,2020,33.428486,1690,-5.638215
AGO,2021,34.503774,1640,1.199211
AGO,2022,35.588987,1870,3.045403
AGO,2023,36.684202,2130,.856001
ALB,1960,1.6088,,
ALB,1961,1.6598,,
ALB,1962,1.711319,,
ALB,1963,1.762621,,
ALB,1964,1.814135,,
ALB,1965,1.864791,,
ALB,1966,1.914573,,
ALB,1967,1.965598,,
ALB,1968,2.022272,,
ALB,1969,2.081695,,
ALB,1970,2.135479,,
ALB,1971,2.187853,,
ALB,1972,2.243126,,
ALB,1973,2.296752,,
ALB,1974,2.350124,,
ALB,1975,2.404831,,
ALB,1976,2.458526,,
ALB,1977,2.513546,,
ALB,1978,2.566266,,
ALB,1979,2.617832,,
ALB,1980,2.671997,,
ALB,1981,2.726056,,5.745636
ALB,1982,2.784278,,2.948597
ALB,1983,2.84396,,1.104938
ALB,1984,2.904429,,-1.251597
ALB,1985,2.964762,,1.780644
ALB,1986,3.022635,700,5.637243
ALB,1987,3.083605,730,-.7878426
ALB,1988,3.142336,730,-1.42004
ALB,1989,3.227943,760,9.836549
ALB,1990,3.286542,650,-9.57564
ALB,1991,3.26679,410,-28.00214
ALB,1992,3.247039,280,-7.187111
ALB,1993,3.227287,320,9.559412
ALB,1994,3.207536,380,8.302867
ALB,1995,3.187784,640,13.32233
ALB,1996,3.168033,890,9.099999
ALB,1997,3.148281,800,-10.91998
ALB,1998,3.12853,860,8.829424
ALB,1999,3.108778,950,12.8908
ALB,2000,3.089027,1100,6.946217
ALB,2001,3.060173,1280,8.293313
ALB,2002,3.05101,1370,4.536524
ALB,2003,3.039616,1650,5.528637
ALB,2004,3.026939,2100,5.514668
ALB,2005,3.011487,2620,5.526424
ALB,2006,2.992547,3050,5.902659
ALB,2007,2.970017,3460,5.98326
ALB,2008,2.947314,4040,7.500041
ALB,2009,2.927519,4280,3.354289
ALB,2010,2.913021,4360,3.706938
ALB,2011,2.905195,4410,2.545406
ALB,2012,2.900401,4360,1.417243
ALB,2013,2.895092,4540,1.002017
ALB,2014,2.889104,4540,1.774449
ALB,2015,2.880703,4390,2.218726
ALB,2016,2.876101,4320,3.314981
ALB,2017,2.873457,4290,3.802599
ALB,2018,2.866376,4860,4.019346
ALB,2019,2.854191,5230,2.087712
ALB,2020,2.837849,5270,-3.302082
ALB,2021,2.811666,6100,8.908527
ALB,2022,2.777689,6770,4.856401
ALB,2023,2.745972,7570,3.43915
AND,1960,.009443,,
AND,1961,.010216,,
AND,1962,.011014,,
AND,1963,.011839,,
AND,1964,.01269,,
AND,1965,.013563,,
AND,1966,.014546,,
AND,1967,.015745,,
AND,1968,.017079,,
AND,1969,.018449,,
AND,1970,.01986,,
AND,1971,.021322,,4.649466
AND,1972,.022832,,8.149743
AND,1973,.024393,,7.788467
AND,1974,.026003,,5.61879
AND,1975,.02764,,.5422056
AND,1976,.029294,,3.303787
AND,1977,.030949,,2.838576
AND,1978,.032574,,1.463
AND,1979,.034142,,.0415572
AND,1980,.035611,,2.208728
AND,1981,.036987,,-.1324745
AND,1982,.038598,,1.246461
AND,1983,.040432,,1.770118
AND,1984,.042181,,1.784687
AND,1985,.043809,,2.321433
AND,1986,.045605,,3.253322
AND,1987,.047635,,5.547122
AND,1988,.049654,,5.094326
AND,1989,.051639,,4.827034
AND,1990,.053569,,3.781388
AND,1991,.055434,,2.546004
AND,1992,.057283,,.9292141
AND,1993,.059156,,-1.031484
AND,1994,.061037,,2.383182
AND,1995,.062928,,2.757502
AND,1996,.064147,,4.649739
AND,1997,.064682,,9.067672
AND,1998,.065186,,3.194793
AND,1999,.065655,,4.099079
AND,2000,.066097,,3.528362
AND,2001,.06782,,8.119358
AND,2002,.070849,,4.546362
AND,2003,.073907,,8.694203
AND,2004,.076933,,8.135676
AND,2005,.079826,,5.397796
AND,2006,.080221,,4.808689
AND,2007,.078168,,1.553188
AND,2008,.076055,,-5.559186
AND,2009,.073852,,-5.302846
AND,2010,.071519,,-1.974958
AND,2011,.070567,,-.0080698
AND,2012,.071013,,-4.974444
AND,2013,.071367,,-3.547596
AND,2014,.071621,,2.504466
AND,2015,.071746,,1.43414
AND,2016,.07254,,3.709678
AND,2017,.073837,,.3460719
AND,2018,.075013,,1.588766
AND,2019,.076343,46530,2.015548
AND,2020,.0777,42280,-11.18394
AND,2021,.079034,44350,8.2872
AND,2022,.079824,50080,9.563798
AND,2023,.080088,,1.444184
ARB,1960,93.359407,,
ARB,1961,95.760348,,
ARB,1962,98.268683,,
ARB,1963,100.89251,,
ARB,1964,103.61857,,
ARB,1965,106.4441,,
ARB,1966,109.39454,,
ARB,1967,112.49976,,6.741377
ARB,1968,115.7296,291.6662,10.83222
ARB,1969,119.06187,319.6475,7.470259
ARB,1970,122.47558,351.6214,22.32044
ARB,1971,125.97977,384.203,9.118634
ARB,1972,129.60556,467.4145,15.47741
ARB,1973,133.38498,556.3514,14.04668
ARB,1974,137.37236,812.5029,10.65743
ARB,1975,141.75632,1106.538,-1.680131
ARB,1976,146.81554,1508.435,15.39336
ARB,1977,151.96054,1622.434,7.119929
ARB,1978,156.74168,1773.398,.6045153
ARB,1979,162.01442,2232.189,11.02629
ARB,1980,167.70721,2733.648,6.240323
ARB,1981,173.11875,2957.62,.4283473
ARB,1982,178.58793,2747.32,-7.763712
ARB,1983,184.34257,2417.168,-5.330939
ARB,1984,190.1621,2341.043,1.281256
ARB,1985,195.95692,2271.547,-1.299654
ARB,1986,201.91652,2305.972,3.381572
ARB,1987,207.89413,2317.087,-.7744365
ARB,1988,213.45508,2354.949,5.059793
ARB,1989,219.02138,2326.283,3.547894
ARB,1990,225.92333,2611.485,9.516644
ARB,1991,230.83707,2094.977,1.415504
ARB,1992,236.59833,2119.538,6.288895
ARB,1993,242.99425,2040.339,2.594412
ARB,1994,249.59619,2037.902,3.169019
ARB,1995,255.80335,2075.365,2.716895
ARB,1996,261.95376,2149.064,4.590737
ARB,1997,268.15892,2242.482,4.943704
ARB,1998,274.37638,2230.625,4.847722
ARB,1999,280.6505,2218.388,1.858836
ARB,2000,287.06598,2416.22,6.598101
ARB,2001,293.51234,2513.748,1.678569
ARB,2002,300.01865,2461.64,.6665928
ARB,2003,306.57309,2623.757,4.871005
ARB,2004,313.24962,3054.115,8.872881
ARB,2005,320.55875,3499.284,5.466559
ARB,2006,328.70306,4041.995,6.165782
ARB,2007,337.49822,4628.79,4.494994
ARB,2008,346.63044,5405.065,5.550755
ARB,2009,355.75491,5461.217,.4092022
ARB,2010,364.42766,5738.477,4.81457
ARB,2011,372.35107,6047.04,3.572877
ARB,2012,380.38341,6893.112,5.00358
ARB,2013,389.13155,7323.814,2.520008
ARB,2014,397.92291,7366.74,2.383705
ARB,2015,406.502,6916.012,3.38756
ARB,2016,415.07796,6469.112,3.609447
ARB,2017,423.66484,6034.236,1.511284
ARB,2018,432.54568,6278.773,2.623157
ARB,2019,441.46774,6503.653,1.671111
ARB,2020,449.2283,5993.084,-5.400979
ARB,2021,456.52078,6404.608,5.116647
ARB,2022,464.68491,7122.329,5.793109
ARB,2023,473.27208,7329.819,.929792
ARE,1960,.133426,,
ARE,1961,.140984,,
ARE,1962,.148877,,
ARE,1963,.157006,,
ARE,1964,.165305,,
ARE,1965,.173797,,
ARE,1966,.182509,,
ARE,1967,.191404,,
ARE,1968,.213582,,
ARE,1969,.253261,,
ARE,1970,.298084,,
ARE,1971,.344513,,36.61238
ARE,1972,.392368,5070,39.07964
ARE,1973,.441546,6520,76.62016
ARE,1974,.491955,11840,14.49804
ARE,1975,.543394,20310,6.227401
ARE,1976,.614177,30400,16.52686
ARE,1977,.706861,34030,21.43933
ARE,1978,.805231,32200,-1.589603
ARE,1979,.908452,39820,20.92357
ARE,1980,1.014048,47020,23.87477
ARE,1981,1.10018,47810,4.659177
ARE,1982,1.167856,41860,-6.719316
ARE,1983,1.237572,35150,-4.745821
ARE,1984,1.308331,33730,4.016951
ARE,1985,1.379536,30790,-3.594476
ARE,1986,1.468697,23860,-14.95814
ARE,1987,1.575909,24910,3.381982
ARE,1988,1.683681,23990,-2.618908
ARE,1989,1.79184,25360,12.33789
ARE,1990,1.900151,29210,18.32799
ARE,1991,2.008383,27090,.860082
ARE,1992,2.116231,27170,3.344945
ARE,1993,2.223284,26140,1.261191
ARE,1994,2.329024,26660,6.896149
ARE,1995,2.433988,28250,6.687886
ARE,1996,2.572735,28590,5.798404
ARE,1997,2.746119,29570,8.190398
ARE,1998,2.92113,27700,.2919943
ARE,1999,3.097563,25720,2.902214
ARE,2000,3.275333,30050,10.8527
ARE,2001,3.454198,30570,1.399085
ARE,2002,3.633655,29620,2.433457
ARE,2003,3.813443,31910,8.800541
ARE,2004,3.993339,36840,9.566437
ARE,2005,4.280993,40190,4.855141
ARE,2006,4.898954,42600,9.837319
ARE,2007,5.872624,41580,3.18439
ARE,2008,6.988685,40490,3.191836
ARE,2009,7.992644,34670,-5.242922
ARE,2010,8.481771,34050,1.60285
ARE,2011,8.575205,37110,6.216122
ARE,2012,8.664969,41810,1.824481
ARE,2013,8.751847,45850,5.05556
ARE,2014,8.835951,47420,4.165692
ARE,2015,8.916899,46270,6.786773
ARE,2016,8.994263,44460,5.561491
ARE,2017,9.068296,42090,.7350687
ARE,2018,9.140169,44350,1.313914
ARE,2019,9.211657,46210,1.108348
ARE,2020,9.287289,41600,-4.957052
ARE,2021,9.365145,43590,4.354755
ARE,2022,9.441129,49160,7.850418
ARE,2023,9.516871,53290,3.403857
ARG,1960,20.349744,,
ARG,1961,20.680653,,5.427843
ARG,1962,21.020359,,-.8520215
ARG,1963,21.364017,,-5.308197
ARG,1964,21.708487,,10.1303
ARG,1965,22.053661,,10.56943
ARG,1966,22.403116,,-.6597261
ARG,1967,22.757014,,3.191997
ARG,1968,23.112971,,4.822501
ARG,1969,23.472028,,9.679526
ARG,1970,23.842803,,3.045643
ARG,1971,24.223379,,5.658131
ARG,1972,24.612794,,1.628417
ARG,1973,25.020588,,2.811754
ARG,1974,25.449754,,5.533804
ARG,1975,25.875558,,-.0284121
ARG,1976,26.290257,,-2.018251
ARG,1977,26.71378,,6.934148
ARG,1978,27.146121,,-4.506125
ARG,1979,27.584134,,10.22276
ARG,1980,28.024803,,1.518784
ARG,1981,28.471285,,-5.189789
ARG,1982,28.922762,,-.7356592
ARG,1983,29.377137,10550,4.349093
ARG,1984,29.832197,5320,1.570739
ARG,1985,30.287112,3100,-5.189024
ARG,1986,30.748326,3360,6.153377
ARG,1987,31.216453,3510,2.704869
ARG,1988,31.690792,3880,-1.089933
ARG,1989,32.165766,2920,-7.15695
ARG,1990,32.637657,3190,-2.467214
ARG,1991,33.105763,3860,9.133111
ARG,1992,33.568285,6060,7.937292
ARG,1993,34.02724,7110,8.206979
ARG,1994,34.488696,7600,5.836201
ARG,1995,34.94611,7340,-2.84521
ARG,1996,35.389362,7700,5.52669
ARG,1997,35.815971,8110,8.111047
ARG,1998,36.233195,7990,3.850179
ARG,1999,36.653031,7540,-3.385457
ARG,2000,37.070774,7430,-.788999
ARG,2001,37.480493,6960,-4.40884
ARG,2002,37.885028,4020,-10.89448
ARG,2003,38.278164,3640,8.837041
ARG,2004,38.668796,3360,9.029573
ARG,2005,39.070501,4240,8.85166
ARG,2006,39.476851,5460,8.047152
ARG,2007,39.876111,6480,9.007651
ARG,2008,40.273769,7630,4.057233
ARG,2009,40.684338,7760,-5.918525
ARG,2010,40.788453,9270,10.1254
ARG,2011,41.26149,10710,6.003952
ARG,2012,41.733271,11890,-1.02642
ARG,2013,42.202935,12870,2.405324
ARG,2014,42.6695,12350,-2.512615
ARG,2015,43.131966,12600,2.73116
ARG,2016,43.590368,12220,-2.080328
ARG,2017,44.044811,13140,2.818503
ARG,2018,44.494502,12430,-2.617396
ARG,2019,44.938712,11220,-2.000861
ARG,2020,45.376763,9010,-9.900485
ARG,2021,45.808747,9980,10.71801
ARG,2022,46.23483,11590,4.95637
ARG,2023,46.654581,12520,-1.550502
ARM,1960,1.904148,,
ARM,1961,1.97153,,
ARM,1962,2.039346,,
ARM,1963,2.106142,,
ARM,1964,2.171029,,
ARM,1965,2.234051,,
ARM,1966,2.295496,,
ARM,1967,2.355997,,
ARM,1968,2.416461,,
ARM,1969,2.476359,,
ARM,1970,2.534377,,
ARM,1971,2.590923,,
ARM,1972,2.648048,,
ARM,1973,2.706852,,
ARM,1974,2.767646,,
ARM,1975,2.830798,,
ARM,1976,2.896311,,
ARM,1977,2.965523,,
ARM,1978,3.038224,,
ARM,1979,3.097058,,
ARM,1980,3.135123,,
ARM,1981,3.167876,,
ARM,1982,3.202011,,
ARM,1983,3.238291,,
ARM,1984,3.272102,,
ARM,1985,3.300896,,
ARM,1986,3.327182,,
ARM,1987,3.351364,,
ARM,1988,3.366838,,
ARM,1989,3.448186,,
ARM,1990,3.556539,,
ARM,1991,3.617631,,-11.7
ARM,1992,3.574555,300,-41.8
ARM,1993,3.457349,350,-8.799999
ARM,1994,3.373713,390,5.400003
ARM,1995,3.322782,450,6.899998
ARM,1996,3.298898,500,5.865401
ARM,1997,3.271418,530,3.32108
ARM,1998,3.24055,560,7.3
ARM,1999,3.20603,590,3.3
ARM,2000,3.168523,640,5.9
ARM,2001,3.133133,690,9.6
ARM,2002,3.105037,780,13.2
ARM,2003,3.084102,940,14
ARM,2004,3.065745,1160,10.5
ARM,2005,3.047246,1500,13.9
ARM,2006,3.026486,1970,13.2
ARM,2007,3.004393,2690,13.7
ARM,2008,2.983421,3510,6.9
ARM,2009,2.964296,3250,-14.1
ARM,2010,2.946293,3390,2.2
ARM,2011,2.928976,3470,4.7
ARM,2012,2.914421,3840,7.2
ARM,2013,2.901385,4110,3.3
ARM,2014,2.88993,4170,3.6
ARM,2015,2.878595,4080,3.2
ARM,2016,2.865835,3850,.2
ARM,2017,2.851923,4070,7.5
ARM,2018,2.836557,4410,5.2
ARM,2019,2.820602,4880,7.6
ARM,2020,2.805608,4470,-7.2
ARM,2021,2.790974,4850,5.8
ARM,2022,2.780469,5960,12.6
ARM,2023,2.77797,7330,8.7
ASM,1960,.020085,,
ASM,1961,.020626,,
ASM,1962,.021272,,
ASM,1963,.021949,,
ASM,1964,.022656,,
ASM,1965,.023391,,
ASM,1966,.024122,,
ASM,1967,.024848,,
ASM,1968,.025608,,
ASM,1969,.026396,,
ASM,1970,.027075,,
ASM,1971,.027593,,
ASM,1972,.028063,,
ASM,1973,.028529,,
ASM,1974,.029012,,
ASM,1975,.029573,,
ASM,1976,.030198,,
ASM,1977,.030816,,
ASM,1978,.031428,,
ASM,1979,.032045,,
ASM,1980,.032886,,
ASM,1981,.034059,,
ASM,1982,.035367,,
ASM,1983,.036735,,
ASM,1984,.038168,,
ASM,1985,.039663,,
ASM,1986,.041221,,
ASM,1987,.042842,,
ASM,1988,.044532,,
ASM,1989,.046288,,
ASM,1990,.047818,,
ASM,1991,.048992,,
ASM,1992,.050078,,
ASM,1993,.051174,,
ASM,1994,.052288,,
ASM,1995,.053401,,
ASM,1996,.0545,,
ASM,1997,.055578,,
ASM,1998,.056603,,
ASM,1999,.057594,,
ASM,2000,.05823,,
ASM,2001,.058324,,
ASM,2002,.058177,,
ASM,2003,.057941,,.9655172
ASM,2004,.057626,,.4098361
ASM,2005,.057254,,-.4081633
ASM,2006,.056837,,-4.098361
ASM,2007,.056383,,1.851852
ASM,2008,.055891,,-2.657343
ASM,2009,.055366,,-4.166667
ASM,2010,.054849,,.2998501
ASM,2011,.05431,,0
ASM,2012,.053691,,-4.334828
ASM,2013,.052995,,-2.5
ASM,2014,.052217,,1.76282
ASM,2015,.051368,,3.149606
ASM,2016,.050448,,-1.679389
ASM,2017,.049463,,-6.987577
ASM,2018,.048424,,2.671118
ASM,2019,.047321,,-.4878049
ASM,2020,.046189,,4.411765
ASM,2021,.045035,,-.7824726
ASM,2022,.044273,,1.735016
ASM,2023,.043914,,
ATG,1960,.055342,,
ATG,1961,.056245,,
ATG,1962,.057008,,
ATG,1963,.057778,,
ATG,1964,.058664,,
ATG,1965,.059644,,
ATG,1966,.060615,,
ATG,1967,.061617,,
ATG,1968,.062658,,
ATG,1969,.063742,,
ATG,1970,.064517,,
ATG,1971,.064769,,
ATG,1972,.064695,,
ATG,1973,.064463,,
ATG,1974,.064218,,
ATG,1975,.064035,,
